4, 4, 1, Optimized, 0.000168 
4, 4, 1, Optimized, 0.000077 
4, 4, 1, Optimized, 0.000073 
4, 4, 1, Optimized, 0.000072 
4, 4, 1, Optimized, 0.000059 
4, 4, 1, Optimized, 0.000060 
4, 4, 1, Optimized, 0.000064 
4, 4, 1, Optimized, 0.000061 
4, 4, 8, Optimized, 0.003313 
1, 4, 8, Optimized, 0.012685 
1, 4, 8, Optimized, 0.006243 
1, 4, 8, Optimized, 0.003158 
9, 4, 8, Optimized, 0.004826 
2, 16, 8, Optimized, 0.004794 
2, 16, 8, Optimized, 0.003295 
2, 16, 8, Optimized, 0.000064 
16, 4, 1, Standard, 0.001204 
16, 4, 1, Optimized, 0.000068 
256, 4, 1, Standard, 0.000922 
256, 4, 8, Standard, 0.040589 
256, 4, 8, Optimized, 0.011963 
16, 4, 8, Standard, 0.186268 
16, 4, 8, Optimized, 0.007983 
2048, 4, 8, Standard, 0.309551 
16, 4, 1, Standard, 0.002754 
16, 4, 1, Standard, 0.004311 
16, 4, 1, Optimized, 0.004965 
256, 4, 8, Standard, 0.002609 
256, 4, 8, Optimized, 0.000185 
16, 4, 8, Standard, 0.000999 
16, 4, 8, Optimized, 0.000199 
2048, 4, 8, Standard, 0.008423 
2048, 4, 8, Standard, 0.042851 
2048, 4, 8, Optimized, 0.014345 
2048, 4, 8, Standard, 0.044599 
2048, 4, 8, Optimized, 0.009349 
256, 4, 8, Standard, 0.015890 
256, 4, 8, Optimized, 0.007998 
16, 4, 1, Standard, 0.000527 
16, 4, 1, Optimized, 0.000041 
256, 4, 1, Standard, 0.000660 
256, 4, 1, Optimized, 0.000077 
2048, 4, 1, Standard, 0.001832 
2048, 4, 1, Optimized, 0.000225 
16, 4, 8, Standard, 0.030516 
16, 4, 8, Optimized, 0.004779 
256, 4, 8, Standard, 0.064811 
16, 4, 1, Standard, 0.004126 
16, 4, 1, Optimized, 0.000040 
256, 4, 1, Standard, 0.004396 
16, 4, 1, Standard, 0.006874 
16, 4, 1, Optimized, 0.000062 
256, 4, 1, Standard, 0.000817 
