64, 1024, 12.821533 
64, 32, 3.031486 
64, 16, 2.206442 
49, 1024, 28.827612 
49, 64, 2.958747 
36, 1024, 24.374552 
16, 16, 1.813881 
16, 32, 1.766103 
16, 512, 7.334323 
16, 1024, 28.250113 
36, 512, 11.727066 
36, 1024, 26.660141 
49, 16, 2.167758 
49, 64, 2.587614 
49, 128, 4.449392 
49, 1024, 8.853270 
64, 16, 3.653402 
64, 128, 4.704800 
64, 1024, 23.186677 
16, 16, 2.100785 
16, 32, 2.043113 
16, 64, 1.774793 
16, 128, 4.057877 
16, 512, 4.459020 
16, 1024, 19.093354 
36, 64, 2.429783 
36, 128, 4.081953 
36, 1024, 22.853335 
49, 1024, 18.110022 
64, 1024, 27.684201 
16, 16, 1.701901 
16, 32, 1.683701 
16, 128, 3.729589 
16, 512, 17.536568 
16, 1024, 25.611182 
36, 512, 16.794528 
36, 1024, 19.905541 
49, 16, 3.128848 
49, 64, 1.977101 
49, 1024, 25.371242 
64, 16, 2.893289 
64, 32, 2.929074 
64, 1024, 24.845378 
16, 16, 1.909963 
16, 32, 1.994758 
16, 1024, 23.041123 
36, 16, 2.547647 
36, 1024, 29.709577 
49, 16, 1.855736 
49, 64, 2.588381 
49, 1024, 27.987173 
64, 16, 3.371931 
64, 32, 3.338643 
64, 128, 4.534393 
64, 1024, 36.524481 
16, 16, 2.478039 
16, 32, 2.345958 
16, 64, 4.711100 
16, 1024, 25.538040 
36, 16, 1.743129 
36, 512, 10.077852 
36, 1024, 30.210593 
16, 16, 1.969849 
16, 32, 2.073853 
16, 64, 2.014749 
16, 128, 4.649946 
16, 512, 15.363977 
16, 1024, 28.637305 
36, 32, 1.666457 
36, 1024, 13.830755 
49, 64, 2.491846 
49, 128, 5.079425 
49, 1024, 15.412114 
64, 16, 3.322211 
64, 128, 4.509350 
64, 1024, 22.741542 
16, 16, 1.754519 
16, 32, 2.013839 
16, 64, 2.185971 
16, 512, 17.373634 
16, 1024, 32.408385 
36, 32, 4.411577 
36, 128, 5.980160 
36, 1024, 29.862750 
49, 64, 3.632407 
49, 512, 13.596737 
49, 1024, 26.136494 
64, 16, 3.234181 
64, 1024, 26.481069 
16, 16, 2.565394 
16, 32, 2.146402 
16, 512, 8.846979 
16, 1024, 36.577430 
36, 64, 2.335824 
36, 128, 3.550685 
36, 1024, 22.886220 
49, 1024, 19.285133 
64, 16, 2.974344 
64, 1024, 26.541503 
16, 16, 1.833869 
16, 32, 1.998663 
16, 1024, 32.901947 
36, 16, 5.241704 
36, 32, 3.802372 
36, 512, 9.427068 
36, 1024, 20.402662 
49, 1024, 20.156782 
64, 16, 3.645595 
64, 32, 2.602469 
64, 128, 5.158712 
64, 1024, 27.673483 
16, 16, 1.897943 
16, 32, 1.793941 
16, 64, 2.485763 
16, 512, 14.417953 
16, 1024, 33.539572 
36, 32, 2.703158 
36, 1024, 16.486148 
49, 16, 2.129626 
49, 1024, 25.309366 
64, 16, 3.306270 
64, 32, 2.487386 
64, 1024, 32.960940 
16, 16, 2.029977 
16, 32, 1.909827 
16, 1024, 25.646311 
36, 128, 5.446640 
36, 1024, 17.603251 
49, 64, 3.403691 
49, 1024, 27.004007 
64, 16, 4.602939 
64, 128, 4.146458 
64, 1024, 24.501336 
16, 16, 2.430096 
16, 512, 14.467194 
16, 1024, 34.548072 
36, 32, 2.299794 
36, 1024, 10.696244 
49, 64, 3.261225 
49, 1024, 22.328394 
64, 16, 3.696522 
64, 1024, 21.191101 
16, 16, 1.861862 
16, 32, 2.191482 
16, 64, 2.101947 
16, 128, 4.931807 
16, 512, 9.891944 
16, 1024, 13.661350 
36, 1024, 27.942121 
49, 16, 3.373720 
49, 32, 2.963748 
49, 64, 2.375168 
49, 128, 4.139156 
49, 1024, 11.747531 
64, 16, 2.886857 
64, 32, 3.066271 
64, 1024, 29.813602 
16, 16, 1.882138 
16, 32, 2.093876 
16, 512, 19.883703 
16, 1024, 35.210580 
36, 16, 2.098598 
36, 32, 2.201860 
36, 1024, 26.241436 
49, 128, 3.968962 
49, 1024, 29.644909 
64, 16, 4.259939 
64, 32, 4.856678 
64, 1024, 33.658334 
16, 16, 2.647707 
16, 1024, 25.436326 
36, 128, 6.228423 
36, 1024, 26.414115 
49, 16, 2.779433 
49, 64, 2.387569 
49, 1024, 28.393955 
64, 16, 3.927898 
64, 1024, 23.169183 
16, 16, 2.016325 
16, 32, 2.053785 
16, 512, 11.316722 
16, 1024, 29.554461 
36, 512, 10.346735 
36, 1024, 24.861872 
49, 64, 2.629564 
49, 128, 3.607603 
49, 1024, 20.822551 
64, 16, 3.313006 
64, 1024, 25.161999 
16, 16, 1.421868 
16, 32, 2.169864 
16, 64, 2.655964 
16, 512, 12.862278 
16, 16, 4.570126 
16, 32, 4.498154 
16, 1024, 35.901018 
16, 64, 6.650114 
16, 128, 7.106232 
36, 32, 5.022426 
16, 512, 23.373952 
16, 1024, 48.773023 
36, 1024, 45.983711 
36, 32, 4.173795 
49, 1024, 44.032968 
36, 1024, 50.038492 
64, 16, 6.486506 
49, 64, 5.027385 
64, 1024, 47.521973 
49, 1024, 49.423182 
64, 16, 3.156171 
64, 32, 3.091417 
64, 1024, 15.569871 
16, 16, 2.551773 
16, 32, 2.560232 
16, 1024, 21.579466 
36, 16, 1.649507 
36, 64, 2.754912 
36, 1024, 18.573596 
49, 16, 1.924981 
49, 64, 2.329617 
49, 1024, 32.238703 
64, 16, 3.214534 
64, 32, 2.512928 
64, 1024, 32.669667 
16, 16, 2.009941 
16, 32, 2.003092 
16, 64, 2.185951 
16, 512, 10.383501 
16, 1024, 30.519933 
36, 1024, 27.908978 
49, 16, 2.995714 
49, 64, 2.500199 
49, 1024, 18.976801 
16, 16, 3.944124 
64, 1024, 30.544985 
16, 16, 2.383008 
16, 16, 1.986152 
16, 16, 2.065296 
16, 16, 2.064565 
16, 32, 2.026105 
16, 64, 2.426822 
16, 512, 18.495566 
16, 1024, 28.114008 
36, 16, 2.319029 
36, 1024, 34.675338 
49, 16, 3.711519 
49, 64, 3.355264 
49, 1024, 21.746809 
64, 16, 4.904140 
64, 128, 5.162263 
64, 1024, 23.688751 
16, 16, 2.905963 
16, 32, 2.446006 
16, 64, 2.698014 
16, 512, 10.393485 
16, 1024, 32.440441 
36, 128, 3.954971 
36, 1024, 24.083694 
49, 64, 4.111707 
49, 128, 6.169696 
49, 1024, 13.730520 
64, 16, 3.922341 
64, 512, 19.037788 
64, 1024, 19.333881 
16, 16, 1.938092 
16, 32, 2.133986 
16, 64, 2.445893 
16, 1024, 17.108021 
36, 512, 12.906646 
36, 1024, 33.692176 
49, 16, 2.426361 
49, 64, 2.543447 
49, 128, 4.903528 
49, 1024, 16.552769 
64, 16, 4.590316 
64, 1024, 33.105256 
16, 16, 1.869998 
16, 32, 2.632208 
16, 512, 15.787602 
16, 1024, 33.667681 
36, 1024, 20.582482 
49, 16, 2.663419 
49, 64, 2.192224 
49, 1024, 19.860378 
64, 128, 5.145895 
64, 1024, 14.499372 
16, 16, 1.598113 
16, 32, 1.821217 
16, 64, 2.193538 
16, 512, 6.225693 
16, 1024, 20.868096 
36, 16, 2.256821 
36, 64, 1.846715 
36, 1024, 28.207029 
49, 16, 3.757086 
49, 64, 6.458944 
49, 1024, 27.888672 
64, 16, 3.603516 
64, 32, 3.059288 
64, 128, 5.842713 
64, 1024, 30.528998 
16, 16, 1.750137 
16, 32, 1.889865 
16, 64, 1.965990 
16, 512, 15.015792 
16, 1024, 30.400660 
36, 16, 2.611233 
36, 128, 3.097994 
36, 1024, 22.996944 
49, 64, 9.013812 
49, 1024, 33.154698 
64, 16, 3.380182 
64, 32, 3.798378 
64, 1024, 34.530037 
16, 16, 1.837884 
16, 32, 2.720926 
16, 512, 19.942046 
16, 1024, 24.401260 
36, 16, 1.771495 
36, 64, 1.807526 
36, 128, 5.113770 
36, 1024, 23.824944 
49, 1024, 13.352137 
64, 16, 3.310299 
64, 32, 3.334350 
64, 1024, 36.383039 
16, 16, 1.866108 
16, 32, 1.698130 
16, 512, 11.975508 
16, 16, 4.338166 
16, 32, 4.106730 
16, 1024, 31.843984 
16, 64, 3.344018 
16, 128, 9.478635 
36, 512, 26.982923 
16, 512, 27.987073 
36, 1024, 51.104708 
49, 128, 9.767916 
16, 1024, 52.842263 
49, 1024, 46.728027 
36, 512, 23.158279 
64, 1024, 42.413996 
36, 1024, 20.142816 
49, 1024, 23.266687 
64, 16, 3.566535 
64, 1024, 24.574267 
16, 16, 2.568931 
16, 32, 2.313967 
16, 64, 2.738002 
16, 512, 13.181545 
16, 1024, 28.536303 
36, 32, 3.407269 
36, 1024, 30.723142 
49, 64, 4.205090 
49, 1024, 28.018522 
64, 16, 3.696085 
64, 1024, 26.118959 
16, 16, 3.394032 
16, 32, 2.793116 
16, 64, 2.845905 
16, 128, 6.113696 
16, 1024, 32.647888 
36, 32, 1.680385 
36, 1024, 21.931847 
49, 16, 3.735356 
49, 64, 2.170118 
49, 1024, 26.684318 
64, 16, 5.534504 
16, 16, 3.588947 
64, 32, 6.222577 
16, 16, 2.894044 
64, 1024, 30.448154 
16, 16, 2.718051 
16, 32, 2.845938 
16, 64, 4.059442 
16, 16, 4.951767 
16, 16, 4.410186 
16, 1024, 33.321215 
36, 1024, 24.644326 
49, 64, 2.011021 
49, 128, 4.871352 
