16, 32, 1.661926 
16, 256, 1.413272 
16, 512, 1.721931 
16, 1024, 5.402927 
36, 16, 2.266178 
36, 32, 2.481816 
36, 64, 2.408165 
36, 128, 1.709420 
36, 256, 1.515142 
36, 512, 2.237880 
36, 1024, 4.210660 
49, 16, 1.776507 
49, 32, 1.669790 
49, 64, 1.656300 
49, 128, 2.299764 
49, 256, 2.712782 
49, 512, 2.057962 
49, 1024, 4.984531 
64, 16, 1.236088 
64, 32, 1.396141 
64, 64, 1.448219 
64, 256, 1.620845 
64, 512, 3.129444 
64, 1024, 4.941658 
16, 32, 1.367984 
16, 256, 1.889126 
16, 512, 2.181337 
16, 1024, 4.443364 
36, 16, 1.435989 
36, 32, 1.335788 
36, 64, 1.412287 
36, 128, 1.444069 
36, 256, 1.339746 
36, 512, 1.769663 
36, 1024, 5.987300 
49, 16, 2.410375 
49, 32, 1.656837 
49, 64, 1.180768 
49, 128, 1.194848 
49, 256, 1.310589 
49, 512, 1.822563 
49, 1024, 5.522899 
64, 16, 2.762582 
64, 32, 1.743200 
64, 256, 1.267378 
64, 512, 1.614318 
64, 1024, 5.978782 
16, 32, 1.611998 
16, 256, 1.400993 
16, 512, 2.759572 
16, 1024, 4.151478 
36, 16, 1.378210 
36, 32, 1.417307 
36, 64, 1.492361 
36, 128, 1.306433 
36, 256, 1.445554 
36, 512, 2.186958 
36, 1024, 4.496707 
49, 16, 1.191325 
49, 32, 1.079448 
49, 64, 1.304689 
49, 128, 1.387507 
49, 256, 1.336157 
49, 512, 2.021758 
49, 1024, 4.626393 
64, 16, 1.258344 
64, 32, 1.250322 
64, 256, 1.405352 
64, 512, 2.974029 
64, 1024, 4.457351 
16, 32, 1.583020 
16, 256, 1.674947 
16, 512, 2.333263 
16, 1024, 4.656924 
36, 16, 1.397138 
36, 32, 1.385742 
36, 64, 1.302810 
36, 128, 1.297422 
36, 256, 1.329564 
36, 512, 2.981709 
36, 1024, 3.647290 
49, 16, 1.338022 
49, 32, 1.179221 
49, 64, 1.429104 
49, 128, 1.380733 
49, 256, 1.181388 
49, 512, 3.042052 
49, 1024, 5.346041 
64, 16, 1.461771 
64, 32, 1.178158 
64, 256, 1.144746 
64, 512, 1.729798 
64, 1024, 4.545869 
16, 32, 1.318311 
16, 256, 1.369059 
16, 512, 1.906525 
16, 1024, 4.597140 
36, 16, 1.251046 
36, 32, 1.232361 
36, 64, 1.407324 
36, 128, 1.443737 
36, 256, 1.683360 
36, 512, 1.881527 
36, 1024, 4.343056 
49, 16, 1.242416 
49, 32, 1.321998 
49, 64, 1.380652 
49, 128, 1.427015 
49, 256, 1.340385 
49, 512, 1.746983 
49, 1024, 3.616241 
64, 16, 1.226218 
64, 32, 1.138224 
64, 256, 1.309185 
64, 512, 1.483269 
64, 1024, 4.387464 
16, 16, 1.225778 
16, 16, 1.761920 
16, 32, 1.458774 
16, 256, 1.569361 
16, 512, 2.165086 
16, 1024, 4.727009 
36, 32, 0.847080 
36, 64, 1.142980 
36, 128, 1.386938 
36, 256, 1.465959 
36, 512, 1.714252 
36, 1024, 4.457429 
49, 16, 1.263573 
49, 32, 0.888238 
49, 64, 1.227824 
49, 128, 0.861049 
49, 256, 0.802593 
49, 512, 1.541876 
49, 1024, 3.916271 
64, 16, 1.092346 
64, 32, 1.245715 
64, 256, 2.067599 
64, 512, 1.691787 
64, 1024, 3.441352 
16, 16, 1.110603 
16, 32, 1.117849 
16, 256, 1.404722 
16, 512, 2.337610 
16, 1024, 5.237751 
36, 32, 1.410259 
36, 64, 1.370939 
36, 128, 1.362442 
36, 256, 1.125228 
36, 512, 1.586720 
36, 1024, 4.687768 
49, 16, 1.761686 
49, 32, 1.020137 
49, 64, 1.422152 
49, 128, 1.526140 
49, 256, 0.870318 
49, 512, 1.532639 
49, 1024, 3.463050 
64, 16, 0.990312 
64, 32, 0.502049 
64, 256, 1.140836 
64, 512, 1.740162 
64, 1024, 4.299820 
16, 16, 1.165867 
16, 32, 1.353726 
16, 256, 1.428854 
16, 512, 1.624326 
16, 1024, 4.906688 
36, 32, 1.267973 
36, 64, 1.417715 
36, 128, 1.837883 
36, 256, 1.157993 
36, 512, 1.534634 
36, 1024, 3.921800 
49, 16, 1.020648 
49, 32, 0.623492 
49, 64, 1.006058 
49, 128, 0.773970 
49, 256, 0.954813 
49, 512, 1.644236 
49, 1024, 4.634884 
64, 16, 1.324401 
64, 32, 1.334495 
64, 256, 0.722654 
64, 512, 1.481903 
64, 1024, 3.941475 
16, 16, 1.583595 
16, 32, 2.001952 
16, 256, 1.448259 
16, 512, 2.239801 
16, 1024, 3.716857 
36, 32, 1.495455 
36, 64, 1.809000 
